ID,Parameter,Symbol,Conditions,Min,Typ,Max,Guarantee Level,Export to datasheet,ID,Name,ID,Test Name,Test Number,Test #,Test Name,Test Type,Temp,Unit,Mean,Median,Standard Deviation,Min,Max,Unnamed: 10,Default Scales?,Process Dependent,Scale (Down),Offset (Down),Scale (Up),Offset (Up),N Sigma (Down),N Sigma (Up),GBD No Scale Min,GBD No Scale Max,GBD Min,GBD Max,EC/QA Low Limit (from tester),EC/QA High Limit (from tester),EC/QA Low Limit (Override),EC/QA High Limit (Override),EC / QA Min (Input),EC / QA Max (Input),GB Type,Tester Accuracy,HW Component Accuracy,T2T Gage or Combined Gage Sigma,B2B Gage Sigma,Correlation Target,Correlation Delta Min,Correlation Delta Max,Insertion Repeatability,Supply Mean Shift,Correlation Components Required?,Calculation Blank?,GB Test Type?,Limits Method,Temperature Components Required?,Means of Temperatures tested,Temperature Mean Shift (Min),Temperature Mean Shift (Max),NegDrift,PosDrift,Temperature Sigma Drift,Temperature Sigma Drift.1,Temperature Sigma Shift (Min),Temperature Sigma Shift (Max),Calculated Gage Components,Valid NegDrift,Valid PosDrift,EC Shift (Min),EC Shift (Max),Uncertainty GB (Min),Uncertainty GB (Max),Default Guardband (Min),Default Guardband (Max),Calculated Guardband (Min),Calculated Guardband (Max),Override Guardband (Min),Override Guardband (Max),Applied Guardband (Min),Applied Guardband (Max),Calc EC?,EC / QA Min (Output),EC / QA Max (Output),FT Min,FT Max,(For Calc Only) SPF (Min),(For Calc Only) SPF (Max),(For Calc Only) FT SPF (Min),(For Calc Only) FT SPF (Min).1,"QA
GBD
HZ06-PSPEC2-186,Output Current,I OH,Reduced drive mode,,4,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,HZ06-MVPHUB-1070,Voh_ICC_00,HZ06-MVPATE-1070,Voh_ICC_00,8135,Voh ICC 4mA  -1 <> Voh ICC 4mA,V,1.48111,0.00234,18.687,Voh ICC 4mA  -1 <> Voh ICC 4mA,V,1.41156,0.00281,7.291,Voh ICC 4mA  -1 <> Voh ICC 4mA,V,1.555633,0.00213,32.129
HZ06-PSPEC2-186,Output Current,I OH,Reduced drive mode,,4,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,HZ06-MVPHUB-1069,Voh_LRCLK_00,HZ06-MVPATE-1069,Voh_LRCLK_00,8130,Voh LRCLK 4mA  -1 <> Voh LRCLK 4mA,V,1.4827299999999999,0.0014199999999999998,31.096,Voh LRCLK 4mA  -1 <> Voh LRCLK 4mA,V,1.4142649999999999,0.00164,13.083,Voh LRCLK 4mA  -1 <> Voh LRCLK 4mA,V,1.555452,0.00133,51.572
HZ06-PSPEC2-186,Output Current,I OH,Reduced drive mode,,4,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,HZ06-MVPHUB-1084,Vol_BCLK_00,HZ06-MVPATE-1084,Vol_BCLK_00,8105,Vol BCLK 4mA  -1 <> Vol BCLK 4mA,mV,261.97700000000003,3.333101,19.304,Vol BCLK 4mA  -1 <> Vol BCLK 4mA,mV,318.1995,4.035053,11.301,Vol BCLK 4mA  -1 <> Vol BCLK 4mA,mV,211.1138,2.685694,26.202
HZ06-PSPEC2-186,Output Current,I OH,Reduced drive mode,,4,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,HZ06-MVPHUB-1083,Vol_DOUT_00,HZ06-MVPATE-1083,Vol_DOUT_00,8100,Vol DOUT 4mA  -1 <> Vol DOUT 4mA,mV,249.7946,3.5204699999999995,19.43,Vol DOUT 4mA  -1 <> Vol DOUT 4mA,mV,305.6656,4.0830720000000005,12.191,Vol DOUT 4mA  -1 <> Vol DOUT 4mA,mV,199.1668,2.902128,22.876
HZ06-PSPEC2-186,Output Current,I OH,Reduced drive mode,,4,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,HZ06-MVPHUB-1086,Vol_ICC_00,HZ06-MVPATE-1086,Vol_ICC_00,8115,Vol ICC 4mA  -1 <> Vol ICC 4mA,mV,257.7272,3.846503,17.095,Vol ICC 4mA  -1 <> Vol ICC 4mA,mV,316.2978,4.819392,9.593,Vol ICC 4mA  -1 <> Vol ICC 4mA,mV,204.8624,3.448373,19.803
HZ06-PSPEC2-186,Output Current,I OH,Reduced drive mode,,4,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,HZ06-MVPHUB-1085,Vol_LRCLK_00,HZ06-MVPATE-1085,Vol_LRCLK_00,8110,Vol LRCLK 4mA  -1 <> Vol LRCLK 4mA,mV,261.5625,3.178585,20.285,Vol LRCLK 4mA  -1 <> Vol LRCLK 4mA,mV,317.6834,3.905004,11.721,Vol LRCLK 4mA  -1 <> Vol LRCLK 4mA,mV,211.0309,2.5643849999999997,27.431
HZ06-PSPEC2-187,Input Voltage High,V IH,,0.7 x V DVDD,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1045,Vih_SCL,HZ06-MVPATE-1045,Vih_SCL,8075,Vih SCL  -1 <> Vih SCL,mV,1060.0,4.02203,16.293,Vih SCL  -1 <> Vih SCL,mV,1050.0,4.022053,17.349,Vih SCL  -1 <> Vih SCL,mV,1090.0,4.176218,13.914
HZ06-PSPEC2-187,Input Voltage High,V IH,,0.7 x V DVDD,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1046,Vih_SDA,HZ06-MVPATE-1046,Vih_SDA,8080,Vih SDA  -1 <> Vih SDA,mV,1070.0,4.044126,15.626,Vih SDA  -1 <> Vih SDA,mV,1060.0,4.125271,16.449,Vih SDA  -1 <> Vih SDA,mV,1090.0,4.379201999999999,12.59
HZ06-PSPEC2-188,Input Voltage Low,V IL,,,,0.3 x V DVDD,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1035,Vil_SCL,HZ06-MVPATE-1035,Vil_SCL,8030,Vil SCL  -1 <> Vil SCL,V,0.8140000000000001,0.00543,11.54,Vil SCL  -1 <> Vil SCL,V,0.8029999999999999,0.00532,12.471,Vil SCL  -1 <> Vil SCL,V,0.8240000000000001,0.00577,10.248
HZ06-PSPEC2-188,Input Voltage Low,V IL,,,,0.3 x V DVDD,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1036,Vil_SDA,HZ06-MVPATE-1036,Vil_SDA,8035,Vil SDA  -1 <> Vil SDA,V,0.809,0.00485,13.3,Vil SDA  -1 <> Vil SDA,V,0.7979999999999999,0.0048200000000000005,14.103,Vil SDA  -1 <> Vil SDA,V,0.818,0.00515,11.919
HZ06-PSPEC2-189,Input Hysteresis,V HYST,,,200,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-190,Input Capacitance,C IN,,,10,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-191,Input High Leakage Current,,"T A  = +25°C, Input High",-1,,1,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-641,IH_SCL,HZ06-MVPATE-641,IH_SCL,515,iLeak_hi_SCL scl 11.a33 <> iLeak_hi_SCL,uA,0.000915,0.00084,356.839,iLeak_hi_SCL scl 11.a33 <> iLeak_hi_SCL,uA,0.00109,0.000837,357.83,iLeak_hi_SCL scl 11.a33 <> iLeak_hi_SCL,uA,0.000849,0.000842,355.942
HZ06-PSPEC2-191,Input High Leakage Current,,"T A  = +25°C, Input High",-1,,1,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-640,IH_SDA,HZ06-MVPATE-640,IH_SDA,510,iLeak_hi_SDA sda 11.c33 <> iLeak_hi_SDA,uA,0.000496,0.0008060000000000001,413.122,iLeak_hi_SDA sda 11.c33 <> iLeak_hi_SDA,uA,0.000453,0.000833,399.996,iLeak_hi_SDA sda 11.c33 <> iLeak_hi_SDA,uA,0.000503,0.000793,419.9
HZ06-PSPEC2-192,Input Low Leakage Current,,"T A  = +25°C, Input Low",-1,,1,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-624,IL_SCL,HZ06-MVPATE-624,IL_SCL,430,iLeak_lo_SCL scl 11.a33 <> iLeak_lo_SCL,uA,0.000611,0.000802,373.85,iLeak_lo_SCL scl 11.a33 <> iLeak_lo_SCL,uA,0.000628,0.000796,376.815,iLeak_lo_SCL scl 11.a33 <> iLeak_lo_SCL,uA,0.000558,0.0008269999999999999,362.333
HZ06-PSPEC2-192,Input Low Leakage Current,,"T A  = +25°C, Input Low",-1,,1,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-623,IL_SDA,HZ06-MVPATE-623,IL_SDA,425,iLeak_lo_SDA sda 11.c33 <> iLeak_lo_SDA,uA,0.000285,0.000848,353.454,iLeak_lo_SDA sda 11.c33 <> iLeak_lo_SDA,uA,0.000308,0.0008,374.824,iLeak_lo_SDA sda 11.c33 <> iLeak_lo_SDA,uA,0.000277,0.0008359999999999999,358.549
HZ06-PSPEC2-193,Output Low Voltage,V OL,I SINK  = 4mA,,,0.4,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1050,Vol_IRQ,HZ06-MVPATE-1050,Vol_IRQ,8260,Vol IRQ  -1 <> Vol IRQ,mV,59.7338,0.555,35.581,Vol IRQ  -1 <> Vol IRQ,mV,71.84611,0.39399999999999996,59.858,Vol IRQ  -1 <> Vol IRQ,mV,48.351620000000004,0.899,17.854
HZ06-PSPEC2-193,Output Low Voltage,V OL,I SINK  = 4mA,,,0.4,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1049,Vol_SDA,HZ06-MVPATE-1049,Vol_SDA,8265,Vol SDA  -1 <> Vol SDA,mV,69.15696,1.478261,15.535,Vol SDA  -1 <> Vol SDA,mV,81.44617,1.461827,18.487,Vol SDA  -1 <> Vol SDA,mV,56.62335,1.302974,14.434
HZ06-PSPEC2-194,Output High Leakage Current,I OH,T A  = +25°C,-1,,1,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-640,IH_SDA,HZ06-MVPATE-640,IH_SDA,510,iLeak_hi_SDA sda 11.c33 <> iLeak_hi_SDA,uA,0.000496,0.0008060000000000001,413.122,iLeak_hi_SDA sda 11.c33 <> iLeak_hi_SDA,uA,0.000453,0.000833,399.996,iLeak_hi_SDA sda 11.c33 <> iLeak_hi_SDA,uA,0.000503,0.000793,419.9
HZ06-PSPEC2-195,LRCLK Frequency,f LRCLK,,8,,192,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1913,LRCLK Frequency Max,HZ06-MVPATE-1941,LRCLK Frequency Max,7022,LRCLK_freq_max  -1 <> LRCLK_freq_max,khz,192.0,0.0,n/a,LRCLK_freq_max  -1 <> LRCLK_freq_max,khz,192.0,0.0,n/a,LRCLK_freq_max  -1 <> LRCLK_freq_max,khz,192.0,0.0,n/a
HZ06-PSPEC2-195,LRCLK Frequency,f LRCLK,,8,,192,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1912,LRCLK Frequency Min,HZ06-MVPATE-1940,LRCLK Frequency Min,7021,LRCLK_freq_min  -1 <> LRCLK_freq_min,khz,8.0,0.0,n/a,LRCLK_freq_min  -1 <> LRCLK_freq_min,khz,8.0,0.0,n/a,LRCLK_freq_min  -1 <> LRCLK_freq_min,khz,8.0,0.0,n/a
HZ06-PSPEC2-196,Maximum MDLL Source Clock Low-Frequency Jitter,,"Maximum allowable jitter before -20dBFS, 20kHz input has 1dB reduction in THD+N. RMS jitter ≤ 40kHz, DRE enabled",,0.2,,VI - Internal Design Target,Yes,,,,,
HZ06-PSPEC2-197,Maximum MDLL Source Clock High-Frequency Jitter,,"Maximum allowable jitter before -60dBFS, 20kHz input has 1dB reduction in THD+N. RMS jitter > 40kHz, DRE enabled",,1,,VI - Internal Design Target,Yes,,,,,
HZ06-PSPEC2-198,BCLK Inactive Edge to LRCLK Delay,t CLKSYNC,,,,28,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a
HZ06-PSPEC2-199,DIN to BCLK Active Edge Setup Time,t SETUP,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a
HZ06-PSPEC2-199,DIN to BCLK Active Edge Setup Time,t SETUP,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1109,tSETUP_din_bclk,HZ06-MVPATE-1109,tSETUP_din_bclk,8435,trSETUP_din_bclk  -1 <> trSETUP_din_bclk,ns,3.941789,0.079,25.574,trSETUP_din_bclk  -1 <> trSETUP_din_bclk,ns,3.658181,0.0802,26.355,trSETUP_din_bclk  -1 <> trSETUP_din_bclk,ns,4.169633,0.0732,26.539
HZ06-PSPEC2-199,DIN to BCLK Active Edge Setup Time,t SETUP,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1129,tSETUP_din_bclk_Hi,HZ06-MVPATE-1129,tSETUP_din_bclk_Hi,8565,trSETUP_din_bclk  -1 <> trSETUP_din_bclk,ns,-2.595648,0.11199999999999999,15.989,trSETUP_din_bclk  -1 <> trSETUP_din_bclk,ns,-2.762959,0.10800000000000001,16.12,trSETUP_din_bclk  -1 <> trSETUP_din_bclk,ns,-2.383438,0.129,14.478
HZ06-PSPEC2-199,DIN to BCLK Active Edge Setup Time,t SETUP,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1119,tSETUP_din_bclk_Lo,HZ06-MVPATE-1119,tSETUP_din_bclk_Lo,8500,trSETUP_din_bclk  -1 <> trSETUP_din_bclk,ns,-2.395705,0.129,14.402,trSETUP_din_bclk  -1 <> trSETUP_din_bclk,ns,-2.651766,0.122,14.541,trSETUP_din_bclk  -1 <> trSETUP_din_bclk,ns,-2.201475,0.134,14.431
HZ06-PSPEC2-200,DIN to BCLK Active Edge Hold Time,t HOLD,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a
HZ06-PSPEC2-200,DIN to BCLK Active Edge Hold Time,t HOLD,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1111,tHOLD_din_bclk,HZ06-MVPATE-1111,tHOLD_din_bclk,8440,trHOLD_din_bclk  -1 <> trHOLD_din_bclk,ns,3.9302129999999997,0.0753,21.822,trHOLD_din_bclk  -1 <> trHOLD_din_bclk,ns,3.6579089999999996,0.0748,20.755,trHOLD_din_bclk  -1 <> trHOLD_din_bclk,ns,4.1696029999999995,0.0707,24.382
HZ06-PSPEC2-200,DIN to BCLK Active Edge Hold Time,t HOLD,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1131,tHOLD_din_bclk_Hi,HZ06-MVPATE-1131,tHOLD_din_bclk_Hi,8570,trHOLD_din_bclk  -1 <> trHOLD_din_bclk,ns,2.5924009999999997,0.11699999999999999,3.997,trHOLD_din_bclk  -1 <> trHOLD_din_bclk,ns,2.751235,0.10800000000000001,3.835,trHOLD_din_bclk  -1 <> trHOLD_din_bclk,ns,2.374298,0.14,3.88
HZ06-PSPEC2-200,DIN to BCLK Active Edge Hold Time,t HOLD,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1121,tHOLD_din_bclk_Lo,HZ06-MVPATE-1121,tHOLD_din_bclk_Lo,8505,trHOLD_din_bclk  -1 <> trHOLD_din_bclk,ns,2.391526,0.135,3.959,trHOLD_din_bclk  -1 <> trHOLD_din_bclk,ns,2.63965,0.114,3.987,trHOLD_din_bclk  -1 <> trHOLD_din_bclk,ns,2.182804,0.129,4.695
HZ06-PSPEC2-201,BCLK or LRCLK Rise and Fall Times,"t r , t f","C L  = 30pF, Normal drive mode",,5,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a,Scan_SAF  -1 <> Scan_SAF,0,0.0,0.0,n/a
HZ06-PSPEC2-202,BCLK Cycle Time,t BCLK,,80,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1107,tBCLKH,HZ06-MVPATE-1107,tBCLKH,8425,tBCLKH  -1 <> tBCLKH,ns,2.247251,0.0192,56.489,tBCLKH  -1 <> tBCLKH,ns,2.354386,0.0112,99.885,tBCLKH  -1 <> tBCLKH,ns,2.087748,0.0226,45.517
HZ06-PSPEC2-202,BCLK Cycle Time,t BCLK,,80,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1127,tBCLKH_Hi,HZ06-MVPATE-1127,tBCLKH_Hi,8555,tBCLKH  -1 <> tBCLKH,ns,6.199879,0.0999,23.912,tBCLKH  -1 <> tBCLKH,ns,6.546776,0.0898,27.843,tBCLKH  -1 <> tBCLKH,ns,5.845544,0.0957,23.718
HZ06-PSPEC2-202,BCLK Cycle Time,t BCLK,,80,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1117,tBCLKH_Lo,HZ06-MVPATE-1117,tBCLKH_Lo,8490,tBCLKH  -1 <> tBCLKH,ns,6.675382000000001,0.0967,26.468,tBCLKH  -1 <> tBCLKH,ns,6.930663000000001,0.0919,28.765,tBCLKH  -1 <> tBCLKH,ns,6.4238,0.11,22.53
HZ06-PSPEC2-202,BCLK Cycle Time,t BCLK,,80,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1108,tBCLKL,HZ06-MVPATE-1108,tBCLKL,8430,tBCLKL  -1 <> tBCLKL,ns,9.303622,0.066,28.762,tBCLKL  -1 <> tBCLKL,ns,9.228213,0.0649,29.651,tBCLKL  -1 <> tBCLKL,ns,9.235371,0.0704,27.276
HZ06-PSPEC2-202,BCLK Cycle Time,t BCLK,,80,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1128,tBCLKL_Hi,HZ06-MVPATE-1128,tBCLKL_Hi,8560,tBCLKL  -1 <> tBCLKL,ns,6.845679,0.0574,45.59,tBCLKL  -1 <> tBCLKL,ns,6.901565,0.0544,48.443,tBCLKL  -1 <> tBCLKL,ns,6.769310000000001,0.0691,37.474
HZ06-PSPEC2-202,BCLK Cycle Time,t BCLK,,80,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1118,tBCLKL_Lo,HZ06-MVPATE-1118,tBCLKL_Lo,8495,tBCLKL  -1 <> tBCLKL,ns,7.516585000000001,0.0702,35.527,tBCLKL  -1 <> tBCLKL,ns,7.512098,0.0611,40.849,tBCLKL  -1 <> tBCLKL,ns,7.525725,0.0759,32.839
HZ06-PSPEC2-203,BCLK Duty Cycle,DC,,40,,60,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1107,tBCLKH,HZ06-MVPATE-1107,tBCLKH,8425,tBCLKH  -1 <> tBCLKH,ns,2.247251,0.0192,56.489,tBCLKH  -1 <> tBCLKH,ns,2.354386,0.0112,99.885,tBCLKH  -1 <> tBCLKH,ns,2.087748,0.0226,45.517
HZ06-PSPEC2-203,BCLK Duty Cycle,DC,,40,,60,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1127,tBCLKH_Hi,HZ06-MVPATE-1127,tBCLKH_Hi,8555,tBCLKH  -1 <> tBCLKH,ns,6.199879,0.0999,23.912,tBCLKH  -1 <> tBCLKH,ns,6.546776,0.0898,27.843,tBCLKH  -1 <> tBCLKH,ns,5.845544,0.0957,23.718
HZ06-PSPEC2-203,BCLK Duty Cycle,DC,,40,,60,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1117,tBCLKH_Lo,HZ06-MVPATE-1117,tBCLKH_Lo,8490,tBCLKH  -1 <> tBCLKH,ns,6.675382000000001,0.0967,26.468,tBCLKH  -1 <> tBCLKH,ns,6.930663000000001,0.0919,28.765,tBCLKH  -1 <> tBCLKH,ns,6.4238,0.11,22.53
HZ06-PSPEC2-203,BCLK Duty Cycle,DC,,40,,60,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1108,tBCLKL,HZ06-MVPATE-1108,tBCLKL,8430,tBCLKL  -1 <> tBCLKL,ns,9.303622,0.066,28.762,tBCLKL  -1 <> tBCLKL,ns,9.228213,0.0649,29.651,tBCLKL  -1 <> tBCLKL,ns,9.235371,0.0704,27.276
HZ06-PSPEC2-203,BCLK Duty Cycle,DC,,40,,60,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1128,tBCLKL_Hi,HZ06-MVPATE-1128,tBCLKL_Hi,8560,tBCLKL  -1 <> tBCLKL,ns,6.845679,0.0574,45.59,tBCLKL  -1 <> tBCLKL,ns,6.901565,0.0544,48.443,tBCLKL  -1 <> tBCLKL,ns,6.769310000000001,0.0691,37.474
HZ06-PSPEC2-203,BCLK Duty Cycle,DC,,40,,60,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1118,tBCLKL_Lo,HZ06-MVPATE-1118,tBCLKL_Lo,8495,tBCLKL  -1 <> tBCLKL,ns,7.516585000000001,0.0702,35.527,tBCLKL  -1 <> tBCLKL,ns,7.512098,0.0611,40.849,tBCLKL  -1 <> tBCLKL,ns,7.525725,0.0759,32.839
HZ06-PSPEC2-204,LRCLK to BCLK Active Edge Setup Time,t SYNCSET,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1110,tSYNCSET_lrclk_bclk,HZ06-MVPATE-1110,tSYNCSET_lrclk_bclk,8445,trSYNCSET_1_lrclk_dinhi  -1 <> trSYNCSET_1_lrclk_dinhi,ns,6.2833440000000005,0.0905,26.815,trSYNCSET_1_lrclk_dinhi  -1 <> trSYNCSET_1_lrclk_dinhi,ns,5.892521,0.114,20.141,trSYNCSET_1_lrclk_dinhi  -1 <> trSYNCSET_1_lrclk_dinhi,ns,6.534279,0.1,24.997
HZ06-PSPEC2-204,LRCLK to BCLK Active Edge Setup Time,t SYNCSET,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1110,tSYNCSET_lrclk_bclk,HZ06-MVPATE-1110,tSYNCSET_lrclk_bclk,8455,trSYNCSET_2_lrclk_dinlo  -1 <> trSYNCSET_2_lrclk_dinlo,ns,7.623009,0.127,19.306,trSYNCSET_2_lrclk_dinlo  -1 <> trSYNCSET_2_lrclk_dinlo,ns,7.084999000000001,0.10800000000000001,24.437,trSYNCSET_2_lrclk_dinlo  -1 <> trSYNCSET_2_lrclk_dinlo,ns,7.990208999999999,0.142,16.41
HZ06-PSPEC2-204,LRCLK to BCLK Active Edge Setup Time,t SYNCSET,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1130,tSYNCSET_lrclk_bclk_Hi,HZ06-MVPATE-1130,tSYNCSET_lrclk_bclk_Hi,8575,trSYNCSET_1_lrclk_dinhi  -1 <> trSYNCSET_1_lrclk_dinhi,ns,1.27359,0.106,7.143,trSYNCSET_1_lrclk_dinhi  -1 <> trSYNCSET_1_lrclk_dinhi,ns,1.518899,0.089,9.296,trSYNCSET_1_lrclk_dinhi  -1 <> trSYNCSET_1_lrclk_dinhi,ns,1.048812,0.0928,7.366
HZ06-PSPEC2-204,LRCLK to BCLK Active Edge Setup Time,t SYNCSET,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1130,tSYNCSET_lrclk_bclk_Hi,HZ06-MVPATE-1130,tSYNCSET_lrclk_bclk_Hi,8585,trSYNCSET_2_lrclk_dinlo  -1 <> trSYNCSET_2_lrclk_dinlo,ns,1.269227,0.102,7.389,trSYNCSET_2_lrclk_dinlo  -1 <> trSYNCSET_2_lrclk_dinlo,ns,1.522324,0.0925,8.936,trSYNCSET_2_lrclk_dinlo  -1 <> trSYNCSET_2_lrclk_dinlo,ns,1.0588799999999998,0.0927,7.407
HZ06-PSPEC2-204,LRCLK to BCLK Active Edge Setup Time,t SYNCSET,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1120,tSYNCSET_lrclk_bclk_Lo,HZ06-MVPATE-1120,tSYNCSET_lrclk_bclk_Lo,8510,trSYNCSET_1_lrclk_dinhi  -1 <> trSYNCSET_1_lrclk_dinhi,ns,1.017694,0.10099999999999999,6.691,trSYNCSET_1_lrclk_dinhi  -1 <> trSYNCSET_1_lrclk_dinhi,ns,1.290108,0.113,6.781,trSYNCSET_1_lrclk_dinhi  -1 <> trSYNCSET_1_lrclk_dinhi,ns,0.8029999999999999,0.114,5.271
HZ06-PSPEC2-204,LRCLK to BCLK Active Edge Setup Time,t SYNCSET,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1120,tSYNCSET_lrclk_bclk_Lo,HZ06-MVPATE-1120,tSYNCSET_lrclk_bclk_Lo,8520,trSYNCSET_2_lrclk_dinlo  -1 <> trSYNCSET_2_lrclk_dinlo,ns,1.02529,0.0984,6.867,trSYNCSET_2_lrclk_dinlo  -1 <> trSYNCSET_2_lrclk_dinlo,ns,1.285865,0.106,7.198,trSYNCSET_2_lrclk_dinlo  -1 <> trSYNCSET_2_lrclk_dinlo,ns,0.7979999999999999,0.11,5.431
HZ06-PSPEC2-205,LRCLK to BCLK Active Edge Hold Time,t SYNCHOLD,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1112,tSYNCHOLD_lrclk_bclk,HZ06-MVPATE-1112,tSYNCHOLD_lrclk_bclk,8450,trSYNCHOLD_1_lrclk_dinhi  -1 <> trSYNCHOLD_1_lrclk_dinhi,ns,1.524736,0.0377,21.94,trSYNCHOLD_1_lrclk_dinhi  -1 <> trSYNCHOLD_1_lrclk_dinhi,ns,1.578998,0.0383,21.13,trSYNCHOLD_1_lrclk_dinhi  -1 <> trSYNCHOLD_1_lrclk_dinhi,ns,1.460213,0.0356,23.124
